X;Y;osm_id;type;name;operator;brand;opening_hours;wheelchair;cuisine;delivery;takeaway;stars;capacity;drive_through;wikidata;brand_wikidata;siret;phone;website;facebook;vegetarian;vegan;smoking;internet_access;com_insee;com_nom
-1.2370106;43.1638789005398;node/3697213253;restaurant;Xoko;;;;;;;;;;;;;;+33 5 59 37 39 35;;;;;;;"64485";Saint-Jean-Pied-de-Port
-1.1950095;43.1651855005399;node/3697230963;cafe;Café Bera;;;;;;;;;;;;;;;;;;;;;"64484";Saint-Jean-le-Vieux
0.6082334;46.3617139002828;node/3698772587;restaurant;La Pizz'à SEB;;;;;italian;;;;;;;;;"+33667410768";;;;;;;"86034";Bouresse
-1.2036273;44.8930008004781;node/3699875027;bar;;;;;;;;;;;;;;;;;;;;;;"33333";Le Porge
-1.3020478;43.8783216005363;node/3699923265;restaurant;Léontine;;;"Tu-Su 12:00-13:30, Fr,Sa 19:00-20:00";;regional;;;;;;;;;;;;;;;;"40150";Léon
-0.0376679;46.9747328001664;node/3700857950;restaurant;Le Relais de la Dive;;;;;regional;;;;;;;;;;;;;;;;"79203";Pas-de-Jeu
-0.5747913;44.8437094004824;node/3701199651;restaurant;Bar à Vin;;;Mo-Sa 11:00-22:00;;french;;;;;;;;;+33 5 56 00 43 47;https://baravin.bordeaux.com/;;;;;;"33063";Bordeaux
-1.5583338;43.4840944005419;node/3703207825;restaurant;Le Galion;;;;;;;;;;;;;;;;;;;;;"64122";Biarritz
-0.1380239;46.8834117001849;node/3704808427;restaurant;Au Bon Accueil;;;;;;;;;;;;;;;;;;;;;"79252";Saint-Généroux
-1.5686632;43.4824114005419;node/3704992427;cafe;Eden Rock café;;;;;;;;;;;;;;;;;;;;;"64122";Biarritz
1.1412909;45.7966441003729;node/3705314411;restaurant;La Patache;;;"Mo-Th 11:30-13:45, 18:00-20:45; Fr 11:30-13:45, 18:00-21:00; Sa 18:00-21:00";limited;"italian;pizza";;yes;;;;;;"52521758400032";;https://lapatache.eatbu.com/;;;;;;"87001";Aixe-sur-Vienne
-1.0597276;45.7367087003814;node/3705486922;pub;Le Longford Irish Pub;;;;;;;;;;;;;;"+33546366016";;;;;;;"17079";Chaillevette
-0.7186948;46.2649952002995;node/3705829616;pub;;;;;;;;;;;;;;;;;;;;;;"79257";Saint-Hilaire-la-Palud
-0.05501;46.8814629001853;node/3706120896;restaurant;Bec à Vin;;;;;;;;;;;;;;;;;;;;;"79196";Plaine-et-Vallées
-0.5722406;44.8409222004827;node/3706811437;cafe;L'Ombriere;;;;;;;;;;;;;;"+33556485882";;;;;;;"33063";Bordeaux
-0.5637228;44.8558427004814;node/3706811438;cafe;L'évidence café;;;;;french;;;;;;;;;"+33533481165";;;;;;wlan;"33063";Bordeaux
-1.1410525;44.9674791004713;node/3709002243;restaurant;La conche;;;;;;;;;;;;;;;;;;;;;"33214";Lacanau
1.5313511;45.1603386004521;node/3709761634;restaurant;Au Bureau;;Au Bureau;;;"french;american;european";;;;;;;Q100701566;;;;;;;;;"19031";Brive-la-Gaillarde
1.5341137;45.161503200452;node/3709761647;cafe;Garden Ice Café;;;;;;;;;;;;;;;;;;;;;"19031";Brive-la-Gaillarde
1.5326104;45.1607846004521;node/3709761650;bar;La 6vette;;;;;;;;;;;;;;;;;;;;;"19031";Brive-la-Gaillarde
1.5340108;45.1608271004521;node/3709761652;restaurant;La truffe noire;;;;;;;;"3";;;;;;;;;;;;;"19031";Brive-la-Gaillarde
0.9957309;44.3996817005144;node/3710280085;restaurant;;;;;;;;;;;;;;;;;;;;;;"47312";Tournon-d'Agenais
-1.0646158;45.5682544004041;node/3712175352;restaurant;L'Escale;;;;;french;;;;;;;;;"+33556091653";;;;;;;"33544";Le Verdon-sur-Mer
-1.1579956;45.3780487004278;node/3712307109;restaurant;Au bon accueil;;;;;french;;;;;;;;"79268197500027";+33 5 56 09 30 41;;;;;;;"33540";Vendays-Montalivet
1.652685;45.0599026004624;node/3712373536;restaurant;Auberge de Benges;;;"12:00-14:00; 19:30-21:30";;regional;;;;;;;;;;;;;;;;"19057";Collonges-la-Rouge
1.6545584;45.0606642004623;node/3712373537;bar;Bar du Cantou;;;;;;;;;;;;;;;;;;;;;"19057";Collonges-la-Rouge
1.6534384;45.0602485004624;node/3712373538;restaurant;Crêperie du Pélerin et de la Sorcière;;;;;"crepe;salad";;yes;;;;;;;+33 5 55 74 23 49;https://maisondelasorciere.fr;;yes;no;;;"19057";Collonges-la-Rouge
1.6527485;45.0600715004624;node/3712373539;bar;La Cléda;;;;;;;;;;;;;;;;;;;;;"19057";Collonges-la-Rouge
1.6531955;45.0600354004624;node/3712373540;ice_cream;La Gourmandise;;;;;;;;;;;;;;;;;;;;;"19057";Collonges-la-Rouge
1.6565467;45.0612246004623;node/3712373542;restaurant;Le Collongeois;;;;;"pizza;regional";;;;;;;;;;;;;;;;"19057";Collonges-la-Rouge
1.6554738;45.0612833004623;node/3712373543;cafe;Le Jardin des Thés;;;;;;;;;;;;;;;;;;;;;"19057";Collonges-la-Rouge
1.6540346;45.0603520004624;node/3712373547;restaurant;Pizzeria Lou Brasier;;;;;pizza;;;;;;;;;;;;;;;;"19057";Collonges-la-Rouge
1.6543596;45.0604197004624;node/3712373548;restaurant;Pause & Vous;;;;;"burger;salad;meat;regional";;;;;;;;;+33 5 44 31 87 06;;;;;;;"19057";Collonges-la-Rouge
1.6535204;45.0603907004624;node/3712373551;restaurant;Relais de St Jacques;;;;;;;;;;;;;;;;;;;;;"19057";Collonges-la-Rouge
1.8368302;44.9792353004702;node/3712534843;restaurant;Brasserie les Voyageurs;;;Mo-Su 10:00-01:00;;"pizza;regional;burger";;;;;;;;;+33 5 55 91 18 34;https://restaurant-beaulieu-sur-dordogne.business.site;;;;;;"19019";Beaulieu-sur-Dordogne
1.8375679;44.9788040004702;node/3712534844;cafe;Café du Centre PMU;;;;;;;;;;;;;;;;;;;;;"19019";Beaulieu-sur-Dordogne
1.839908;44.9801971004701;node/3712534850;restaurant;Côté Dordogne;;;"Th-Tu 12:00-13:30, 19:00-20:30";;french;;;;;;;;;+33 5 55 91 29 29;https://cotedordogne.eatbu.com/;;;;;;"19019";Beaulieu-sur-Dordogne
1.8358797;44.98175060047;node/3712534851;restaurant;Les Flots Bleus;;;;;french;;;;;;;;;+33 555 91 06 21;;;;;;wifi;"19019";Beaulieu-sur-Dordogne
-1.2014838;44.6417645004985;node/3713511656;restaurant;Maxi Gelati;;;;;"ice_cream;italian";no;yes;;"0";;;;;;;;;;;;"33009";Arcachon
-1.0849;45.1812996004499;node/3713923675;restaurant;Le Drakkar;;;;;french;;;;;;;;;"+33556735881";;;;;;;"33203";Hourtin
-1.0588566;45.1856558004495;node/3713925162;restaurant;Restaurant d'Hourtin;;;;;french;;;;;;;;;"+33556091115";;;;;;;"33203";Hourtin
-1.0848829;45.1812642004499;node/3713944054;cafe;Ma Boule;;;;;ice_cream;;;;;;;;;;;;;;;;"33203";Hourtin
-1.0850321;45.1816055004499;node/3713944055;restaurant;O Délices du Lac;;;;;pizza;;;;;;;;;;;;;;;;"33203";Hourtin
-1.0851395;45.1817575004499;node/3713944061;restaurant;La Pêcherie;;;;;fish;;;;;;;;;;;;;;;;"33203";Hourtin
-1.085361;45.1818049004499;node/3713944063;restaurant;;;;;;;;;;;;;;;;;;;;;;"33203";Hourtin
-1.0848688;45.1812275004499;node/3714039620;restaurant;La Brasserie du Port;;;;;;;;;;;;;;;;;;;;;"33203";Hourtin
-1.0850277;45.1815120004499;node/3714039621;cafe;Le Café du Port;;;;;;;;;;;;;;;;;;;;;"33203";Hourtin
1.5358654;45.1594182004522;node/3714155182;cafe;Bar du musée;;;;;;;;;;;;;;;;;;;;;"19031";Brive-la-Gaillarde
0.1929318;45.6417044003944;node/371489025;pub;Café le Whazemy;;;;;;;;;;;;;;;;;;;;;"16374";Soyaux
0.1906088;45.6421042003943;node/371489215;pub;Bar du Marché;;;;;;;;;;;;;;;;;;;;;"16374";Soyaux
0.1811334;45.644380300394;node/371489471;pub;Le Galopin;;;;;;;;;;;;;;;;;;;;;"16374";Soyaux
0.1827926;45.6440301003941;node/371489493;restaurant;Le Pont des Temples;;;;;;;;;;;;;;;;;;;;;"16374";Soyaux
0.1885009;45.6427740003942;node/371489533;restaurant;Restaurant - Bar des Amis;;;;;;;;;;;;;;;;;;;;;"16374";Soyaux
-1.2423261;45.9661781003477;node/3715122689;bar;Jules & Julie;;;;;;;;;;;;;;+33 5 46759267;;;;;;;"17337";Saint-Georges-d'Oléron
1.4830861;45.1455744004537;node/3715369529;restaurant;Crescendo;;;;;;;;;;;;;;;;;;;;;"19031";Brive-la-Gaillarde
-0.9106296;45.4040467004247;node/3715629197;restaurant;Le Canoé;;;;;french;;;;;;;;;"+33556415131";;;;;;;"33538";Valeyrac
-0.9331872;45.4398100004203;node/3715673471;fast_food;;;;;;;;;;;;;;;;;;;;;;"33208";Jau-Dignac-et-Loirac
1.5282804;45.1527374004529;node/3715840926;restaurant;Le Buffet;;;;;brasserie;;;;;;;;;;;;;;;;"19031";Brive-la-Gaillarde
1.5822815;45.054037300463;node/3715918185;cafe;Aux Temps Gourmands;;;;;;;;;;;;;;;;;;;;;"19273";Turenne
1.5826496;45.054108900463;node/3715918188;restaurant;La Maison des Chanoines;;;;;;;;"3";;;;;;;;;;;;;"19273";Turenne
1.5820023;45.054043400463;node/3715918189;restaurant;Le Bistrot de Turenne;;;;;french;;;;;;;;;;;;;;;;"19273";Turenne
1.5821581;45.054308200463;node/3715918190;restaurant;Les Capucins;;;;;"regional;pizza";;;;;;;;;+33 5 55 24 43 11;;;;;;;"19273";Turenne
1.5817098;45.053698900463;node/3715918199;cafe;Café Raymond;;;;;;;;;;;;;;"+33555859299";;;;;;;"19273";Turenne
1.6967593;45.0787234004605;node/3717366284;restaurant;Chez Nikola;;;;;;;;;;;;;;;;;;;;;"19099";Lagleygeolle
-1.1029559;46.1776376003141;node/3718644604;fast_food;McDonald's Puilboreau;;McDonald's;;;burger;;yes;;;;;Q38076;;;;;;;;;"17291";Puilboreau
-1.0485002;45.3987958004253;node/3720117779;restaurant;;;;;limited;;;;;;;;;;;;;;;;;"33541";Vensac
-1.079136;44.9784513004703;node/3720154960;restaurant;La Gaité;;;;;;;;;;;;;;"+33556035215";;;;;;;"33214";Lacanau
-0.7456106;45.1978070004482;node/3720154961;restaurant;Le Pauillac;;;;;;;;;;;;;;;;;;;;;"33314";Pauillac
-1.0847582;45.1814367004499;node/3720154962;restaurant;Pizzeria du Port;;;;;;;;;;;;;;;;;;;;;"33203";Hourtin
-0.4107749;46.3383045002869;node/3720238425;fast_food;Caféteria E. Leclerc;;;;yes;;;;;;;;;;;;;;;;;"79191";Niort
-1.1414981;45.0705326004614;node/3720261990;cafe;Le Bord'eau;;;;;"crepe;tea;coffee_shop";;;;;;;;;;;;;;;;"33097";Carcans
-1.1416381;44.7613625004893;node/3720274373;restaurant;Chez Alcide;;;;;french;;;;;;;;;"+33556604614";;;;;;;"33011";Arès
-1.0509571;44.7092270004934;node/3721673442;fast_food;El Caliente;;;;;"american;burger;tacos";;;;;;;;;;;https://www.facebook.com/El-Caliente-1945635289012519/;;;;;"33229";Lanton
-1.0221854;44.6777516004958;node/3723447711;restaurant;La Gravette;;;;;"french;pizza";;;;;;;;;"+33557175549";www.restaurant-lagravette.fr;;;;;wlan;"33019";Audenge
-1.2015385;44.5981967005016;node/3726352604;fast_food;La Case a Lolo;;;;;;;;;;;;;;;;;;;;;"33529";La Teste-de-Buch
0.7618949;44.9284369004749;node/3726590005;restaurant;Le Séchoir;;;;;;;;;;;;;;"+33553240446";;;;;;;"24407";Sainte-Foy-de-Longas
0.808273;44.9461326004733;node/3726620029;restaurant;La P'tite Factory;;;;;;;;;;;;;;;;;;;;;"24362";Val de Louyre et Caudeau
-0.3039775;43.1264592005392;node/3727502781;bar;Lastapis E.;;;"Mo-Sa 07:15-20:00; Su 07:15-13:00";;;;;;;;;;;;;;;;;;"64148";Bruges-Capbis-Mifaget
1.7826459;45.2419638004433;node/3727772725;bar;Bar / café de Laguenne;;;;;;;;;;;;;;;;;;;;;"19101";Laguenne-sur-Avalouze
-0.5487624;44.8072624004855;node/3728951226;bar;Le Poulailler;;;;;;;;;;;;;;;;;;;;;"33039";Bègles
1.8252679;45.2096436004469;node/3728968810;restaurant;Le Relais des Jordes;;;;;;;;;;;;;;;;;;;;;"19096";Ladignac-sur-Rondelles
-1.1442757;45.4162969004232;node/3729080485;bar;L'ORÉE DES PINS;;;;yes;;;;;;;;;;;;;;;;;"33193";Grayan-et-l'Hôpital
1.8727736;45.2668842004406;node/3729359148;restaurant;;;;;;;;;;;;;;;;;;;;;;"19220";Saint-Martial-de-Gimel
-1.077941;44.7223598004924;node/3729543782;restaurant;Le F des Fontaines;;;;;french;;;;;;;;;"+33557702343";;;;;;;"33229";Lanton
-1.0700228;44.7157283004929;node/3729545026;restaurant;Le Platane;;;;;"french;seafood";;;;;;;;;;https://www.restaurant-leplatane.fr/;;;;;;"33229";Lanton
1.4031609;44.8990919004776;node/3730899851;restaurant;Au p'tit Bonheur;;;;;french;;;;;;;;;;https://www.camping-auptitbonheur.com/;;;;;;"24325";Pechs-de-l'Espérance
-1.5636938;43.482611900542;node/3731890887;restaurant;Pizzeria Le Capri;;;;;pizza;;;;;;;;;"+33559241061";;;;;;wlan;"64122";Biarritz
-1.5311736;43.5140423005419;node/3731893363;bar;;;;;;;;;;;;;;;;;;;;;;"64024";Anglet
-1.4964012;43.4936991005419;node/3733294117;restaurant;Tajinier;;;"Mo-Fr 12:00-14:00, Mo-Sa 18:45-22:00, Sa,Su 12:00-14:00,18:45-23:00";;couscous;;;;;;;;;"+33559523313";;;;;no;;"64024";Anglet
0.3370763;45.2481661004427;node/373345753;restaurant;Restaurant le Vietnam;;;;;;;;;;;;;;;;;;;;;"24352";Ribérac
0.3578645;45.1975819004482;node/373346256;restaurant;Le Lavoir;;;;;;;;;;;;;;;;;;;;;"24537";Siorac-de-Ribérac
0.3429908;45.2567570004417;node/373346328;restaurant;La Terrasse de la Rivière;;;;;;;;;;;;;;;;;;;;;"24586";Villetoureix
0.3398943;45.2480914004427;node/373346366;restaurant;Le Citronnier;;;;;;;;;;;;;;;;;;;;;"24352";Ribérac
0.3393488;45.2477622004427;node/373346377;restaurant;Restaurant Le Chabrot;;;Tu-Su 10:00-18:00;;;;yes;;;;;;;;;;;;;;"24352";Ribérac
-1.7847772;43.3707996005419;node/3736295081;cafe;Kote café;;;;;;;;;;;;;;;;;;;;;"64260";Hendaye
-1.4272886;43.2821058005413;node/3736442506;restaurant;Saint-Pierre;;;;;;;;;;;;;;;;;;;;;"64279";Itxassou
-1.451735;43.473593000542;node/3737600279;restaurant;Hiriburu;;;;;french;;;;;;;;;+33 5 59 44 07 60;;;;;;;"64496";Saint-Pierre-d'Irube
-1.4720452;43.4895177005419;node/3737650636;cafe;B@B Café;;;;;;;;;;;;;;"+33671158484";;;;;;;"64102";Bayonne
-1.5423342;43.5004749005419;node/3739322573;restaurant;Le Zephya;;;;;french;;;;;;;;;"+33559037950";;;;;;wlan;"64024";Anglet
-0.3687457;43.2990399005414;node/3740041341;restaurant;Brasserie du Centre;;;;;regional;;;;;;;;;;;;;;;;"64445";Pau
-0.3695852;43.3004893005415;node/3740045300;restaurant;Le Bey;;;;;lebanese;;;;;;;;;+33 5 59 68 38 67;https://lebey.fr/;;;;;;"64445";Pau
-0.370228;43.2997123005415;node/3740045301;restaurant;Le Supervie;;;;;sandwich;;;;;;;;;;;;;;;;"64445";Pau
-0.3653485;43.3002961005415;node/3740050017;restaurant;Mam Korydwen;;;"We-Sa 11:00-14:00; Fr 11:00-14:00,19:00-22:00";yes;crepe;;yes;;;;;;;+33 5 24 98 86 11;http://mamkorydwen.fr;;;;;wlan;"64445";Pau
-0.365928;43.3002212005415;node/3740050736;restaurant;Les Frangines;;;;;regional;;;;;;;;;+33 5 59 27 81 39;;;;;;;"64445";Pau
-0.3594072;43.2971602005414;node/3740056308;restaurant;Le Jeu de Paume;;;"Mo-Su 12:00-14:00, 19:00-22:00";;fine_dining;;;;;;;;;+33 5 59 11 84 00;https://www.hotel-parc-beaumont.com/gastronomie/;;;;;;"64445";Pau
0.7065023;44.4082458005139;node/3740082807;restaurant;Le Glacier;;;;;regional;;;;;;;;;;http://www.hotel-leglacier.com;;;;;;"47323";Villeneuve-sur-Lot
0.7056237;44.4082346005139;node/3740083840;restaurant;Le Bombay;;;;;indian;;;;;;;;;;;;;;;;"47323";Villeneuve-sur-Lot
0.7067179;44.4081450005139;node/3740083932;restaurant;Le Tortoni;;;;;regional;;;;;;;;;;;;;;;;"47323";Villeneuve-sur-Lot
0.7061105;44.4084235005138;node/3740084025;restaurant;La Bigoudène;;;;;crepe;;;;;;;;;;;;;;;;"47323";Villeneuve-sur-Lot
-0.5798603;44.8466299004822;node/3740598780;restaurant;Le Bistromatic;;;"Mo-Fr 08:00-16:00; Sa 10:00-15:00";;french;;;;;;;;;;;;;;;;"33063";Bordeaux
-1.223828;44.0569076005307;node/3741054153;ice_cream;;;;;;;;;;;;;;;;;;;;;;"40266";Saint-Julien-en-Born
0.1670672;44.4969196005084;node/3741369378;restaurant;Le Lion d'Or;;;;;regional;;;;;;;;;;http://www.leliondor.fr;;;;;;"47157";Marmande
0.1653027;44.4977241005083;node/3741369383;restaurant;Restaurant du marché;;;;;;;;;;;;;;;http://www.restaurant-notabene.fr;;;;;;"47157";Marmande
0.166427;44.4972743005084;node/3741372200;restaurant;La Tambouillette;;;;;;;;;;;;;;;;;;;;;"47157";Marmande
0.1661807;44.4974654005084;node/3741372201;restaurant;Le Roy Karott;;;;;regional;;;;;;;;;;;;;;;;"47157";Marmande
0.1627036;44.503822000508;node/3741374681;fast_food;Pub Buffalo;;;;;;;;;;;;;;;;;;;;;"47157";Marmande
0.1677821;44.503243000508;node/3741375272;restaurant;Buffet de la Gare;;;;;regional;;;;;;;;;;;;;;;;"47157";Marmande
-0.2434158;44.5437821005053;node/3741378925;restaurant;Le Longin;;;;;regional;;;;;;;;;"+33556633241";http://lelongin.fr;;;;;;"33227";Langon
-0.2447235;44.5502190005049;node/3741391704;restaurant;Au Langonnais;;;;;regional;;;;;;;;;;;;;;;;"33227";Langon
0.6486129;45.3619965004296;node/3741668380;restaurant;Au Fil du Temps;;;;;rotisserie;;;;;;;;;+33 5 53 05 24 12;https://www.fildutemps.com/;;;;;;"24064";Brantôme en Périgord
0.8641708;45.0616032004622;node/3741668382;restaurant;Chambres d'hôtes;;;;;;;;;;;;;;;;;;;;;"24156";La Douze
0.8627393;45.0613643004623;node/3741668383;restaurant;Un Coin de Vie;;;;;;;;;;;;;;;;;;;;;"24156";La Douze
0.8635102;45.0612582004623;node/3741668384;bar;Le Centre;;;;;;;;;;;;;;;;;;;;;"24156";La Douze
0.7184744;45.1823529004498;node/3741670369;restaurant;Au Taquet;;;;yes;;;;;;;;;;;;;;;;;"24322";Périgueux
0.7191503;45.1834272004497;node/3741670370;restaurant;Firmin;;;Mo-Su 07:00-20:00;;;;;;;;;;;;;;;;;;"24322";Périgueux
0.5888592;45.3219345004343;node/3741670373;restaurant;Dolce Vita;;;;;;;;;;;;;;;;;;;;;"24055";Bourdeilles
0.720589;45.1841384004496;node/3741672225;restaurant;Planches & co.;;;;;;;;;;;;;;;;;;;;;"24322";Périgueux
0.3247337;45.2344603004442;node/374180563;restaurant;Le Chevillard;;;;;;;;;;;;;;;;;;;;;"24352";Ribérac
0.2790092;45.1602474004522;node/374181909;fast_food;Café Plage;;;;;;;;;;;;;;;;;;;;;"24216";La Jemaye-Ponteyraud
-0.93064;43.472100500542;node/3743268025;restaurant;Restaurant de la Gare;;;;;regional;;;;;;;;;;;;;;;;"64499";Salies-de-Béarn
0.9670628;44.9076155004768;node/3743411856;restaurant;Restaurant du Château;;;;;;;;;;;;;;;;;;;;;"24076";Campagne
1.2147023;44.801655500486;node/3743411859;restaurant;L'Auberge de la Rode;;;;;;;;;;;;;;;;;;;;;"24152";Domme
1.215359;44.8018086004859;node/3743411860;fast_food;Le Carreirou;;;;no;;;;;;;;;;;;;;;;;"24152";Domme
1.1833652;44.825510000484;node/3743412325;restaurant;Auberges des Platanes;;;;;;;;;;;;;;;;;;;;;"24355";La Roque-Gageac
-0.9279539;43.473585500542;node/3744590725;restaurant;Au Fil du Temps;;;;;regional;;;;;;;;;;https://www.hotelsalies.com/;;;;;;"64499";Salies-de-Béarn
-0.9269993;43.471454800542;node/3744590726;restaurant;La Tannerie;;;;;regional;;;;;;;;;;;;;;;;"64499";Salies-de-Béarn
0.8947413;44.6800972004956;node/3746906503;cafe;Galerie M.;;;;;;;;;;;;;;;;;;;;;"24280";Monpazier
0.894055;44.6807738004956;node/3746906504;restaurant;Le Croquant;;;;;;;;;;;;;;;;;;;;;"24280";Monpazier
0.7675378;44.7690722004886;node/3746906505;cafe;Les Arcardes;;;;;;;;;;;;;;;;;;;;;"24028";Beaumontois en Périgord
0.8940466;44.6803083004956;node/3746906548;cafe;Les Arcades;;;;yes;;;;;;;;;;;;;no;;;;"24280";Monpazier
0.8939185;44.6816825004955;node/3746906551;restaurant;La Bastide;;;;;;;;;;;;;;;;;;;;;"24280";Monpazier
0.894566;44.6798759004956;node/3746906777;restaurant;Le Chene Vert;;;;;;;;;;;;;;;;;;;;;"24280";Monpazier
0.7673167;44.7686323004887;node/3746906780;restaurant;Le Bistro;;;;;;;;;;;;;;;;;;;;;"24028";Beaumontois en Périgord
-0.9236559;43.472013000542;node/3751937925;restaurant;La Baie d'Ha Long;;;"Tu-Sa 12:00-14:00, 18:30-22:00";;asian;;;;;;;;;"+33559380953";;;;;;;"64499";Salies-de-Béarn
-0.9239838;43.471570300542;node/3752102625;restaurant;Bistrot 4 grains;;;;;french;;;;;;;;;;;;;;;;"64499";Salies-de-Béarn
-0.9239293;43.471744300542;node/3752103025;restaurant;La Tour de Pizz'a;;;;;italian;;;;;;;;;;;;;;;;"64499";Salies-de-Béarn
1.2814643;45.8944708003586;node/3754502825;bar;Cafe Madeleine;;;Mo-Sa 08:00-20:00;;;;;;;;;;;;;;;;;;"87085";Limoges
0.5394055;46.8129531001989;node/3755920427;bar;Les Boules Bleues;;;Mo-Su 07:30-20:00;;;;;;;;;;;;;;;;;;"86066";Châtellerault
-0.9246328;43.470433300542;node/3756339726;restaurant;Grignotine;;;;;regional;;;;;;;;;;;;;;;;"64499";Salies-de-Béarn
-0.9252034;43.470566500542;node/3756340029;restaurant;À la Fraich';;;;;regional;;;;;;;;;;;;;;;;"64499";Salies-de-Béarn
-0.6409066;44.7823330004876;node/3761629735;restaurant;Brouss'Art Musique;;;"Mo-Fr 10:00-00:00; Sa-Su 09:00-00:00";;burger;no;yes;;;;;;;+33 9 83 09 49 71;https://broussartmusique.fr/;;;;;;"33318";Pessac
-0.6179473;44.8628848004808;node/3761961377;restaurant;Kim Ly;;;;;;;;;;;;;;;;;;;;;"33063";Bordeaux
-0.6178866;44.8628665004807;node/3761961378;restaurant;Pizza Poyo;;;;;;;;;;;;;;;;;;;;;"33063";Bordeaux
0.1187967;46.4326759002703;node/3764314863;restaurant;Le Chapeau Rouge;;;;;;;;;;;;;"44052612700020";;;;;;;;"86139";Lusignan
0.1307354;46.4388085002692;node/3764314865;restaurant;Le Bistroquet;;;;;;;;;;;;;;"+33549534583";;;;;no;;"86139";Lusignan
-0.9253576;43.472159900542;node/3764460963;restaurant;La Terrasse;;;"Jul-Sep Tu-Su 12:00-14:00,19:00-22:00";;french;;;;;;;;;"+33559380983";http://laterrasse.e-monsite.com/;;;;no;;"64499";Salies-de-Béarn
-1.1531703;44.8399629004827;node/3773128411;restaurant;Le Courtiou;;;;;;;;;;;;;;;;;;;;;"33333";Le Porge
-0.9259347;43.466314400542;node/3774668258;restaurant;Le Petit Béarn;;;;;french;;;;;;;;;;;;;;;;"64499";Salies-de-Béarn
-1.028488;45.6248694003967;node/3778962908;fast_food;Ilo Pizza;;;;;pizza;;only;;;;;;;;;;;;;;"17306";Royan
1.20185;45.514700900411;node/3780631938;restaurant;La Bonne cave;;;;;french;;;;;;;;;;;;;;;;"87187";Saint-Yrieix-la-Perche
-0.5524987;44.8078508004854;node/3780905700;bar;;;;;;;;;;;;;;;;;;;;;;"33039";Bègles
-1.2387873;43.1617102005398;node/3780979403;cafe;Le Navarre;;;;;;;;;;;;;;;;;;;;;"64485";Saint-Jean-Pied-de-Port
-0.463479;46.3234008002895;node/3782266579;restaurant;Au bouchon qui flotte;;;;;;;;;;;;;;;;;;;;;"79191";Niort
-1.4524717;43.5022239005419;node/3783762695;cafe;ArtoteKafé;;;"Mo 09:00-14:00; Tu 09:00-19:00; We 09:00-11:30; Th-Fr 09:00-19:00";;international;;;;;;;;;"+33559255525";https://www.facebook.com/Artotekafe.fr/;;;;outside;;"64102";Bayonne
-0.6188241;45.74626420038;node/3784388582;fast_food;Burger Pizz;;;;;;;;;;;;;;;;;;;;;"17415";Saintes
-0.6185431;45.74656090038;node/3784388585;fast_food;Nath Thaï Food;;;;;thai;;yes;;;;;;;;;;;;;;"17415";Saintes
-0.6186125;45.7457318003801;node/3784422834;bar;Le Capricorne;;;;;;;;;;;;;;;;;;;;;"17415";Saintes
1.0160662;44.9347026004744;node/3787196869;restaurant;Mentalo;;;;no;italian;;;;;;;;;;;;;;;;"24172";Les Eyzies
1.014476;44.9349780004743;node/3787201759;restaurant;Restaurant Au Vieux Moulin;;;;;french;;;;;;;;;;;;;;;;"24172";Les Eyzies
1.014862;44.9360480004742;node/3787288357;restaurant;Les Carottes Sont Cuites;;;;;;;yes;;;;;;;;;;yes;yes;;;"24172";Les Eyzies
-0.631604;45.7486598003797;node/3787567001;restaurant;Le Parvis;;;;;;;;;;;;;;;;;;;;;"17415";Saintes
1.0120459;44.9373079004741;node/3787611421;bar;Bar des Falaises;;;;;ice_cream;;;;;;;;;;;;;;;;"24172";Les Eyzies
1.0123911;44.9369935004741;node/3787611423;restaurant;Restaurant Le Chateaubriant;;;;;regional;;;;;;;;;;;;;;;;"24172";Les Eyzies
1.0125139;44.9366669004742;node/3787611427;cafe;Sandwicherie;;;;;sandwich;;;;;;;;;;;;;;;;"24172";Les Eyzies
-0.6219121;45.74643180038;node/3787751708;restaurant;La Taverne du Maître Kanter;;;;yes;;;;;;;;;;;;;;;;;"17415";Saintes
-0.6226419;45.74667580038;node/3787754303;restaurant;Sukhothaï;;;;limited;;;;;;;;;;;;;;;;;"17415";Saintes
-0.6237386;45.74654150038;node/3787761418;fast_food;Pizza Presto;;;;limited;;;;;;;;;;;;;;;;;"17415";Saintes
-0.6312369;45.7471741003799;node/3789063920;bar;TallBar;;;;;;;;;;;;;;;;;;;;;"17415";Saintes
-0.6308314;45.7471485003799;node/3789073779;restaurant;Grand Comptoir du Cours;;;;limited;french;;;;;;;;;;;;;;;;"17415";Saintes
-0.6311093;45.7468308003799;node/3789105464;restaurant;La Trattoria;;;;;pizza;;;;;;;;;;;;;;;;"17415";Saintes
0.5257236;44.7597791004894;node/3791384359;restaurant;;;;;;thai;;;;;;;;;;;;;;;;"24054";Bouniagues
-0.6327184;45.7448696003802;node/3792474646;fast_food;Pizzeria;;;"Tu-Sa 11:00-14:00,18:00-22:00";;italian;;only;;;;;;;;;;yes;;;;"17415";Saintes
-0.6371037;45.7471530003799;node/3792617601;fast_food;Pizza Nova;;;Mo-Fr 11:30-13:30 18:00-21:30;;pizza;;;;;;;;;+33 5 46 93 76 44;;;;;;;"17415";Saintes
-0.6452886;45.7493743003796;node/3792651173;fast_food;Hollywood Pizza;;;;;;;;;;;;;;;;;;;;;"17415";Saintes
