X;Y;osm_id;type;name;operator;wheelchair;opening_hours;reception_opening_hours;stars;rooms;beds;internet_access;camp_site;fee;capacity;website;phone;facebook;email;com_insee;com_nom
0.0163303;43.9826584005332;node/6407529354;camp_site;Camping municipal La Chêneraie;;;Mar 1- Oct 31;;"2";;;;;;;https://mairie-gabarret.fr/votre-mairie/camping-municipal.html;+33 5 58 44 92 62;;;"40102";Gabarret
0.150869;44.4818429005094;node/6407678386;chalet;Gîte Grand Jean;;;;;;;;;;;;;;;;"47157";Marmande
-0.232412;44.9114115004765;node/6407678387;guest_house;Hôtes de Saint-Emilion;;;;;;;;;;;;;;;;"33243";Libourne
-0.241726;44.6609106004971;node/6419287636;camp_site;Ferme de Naulet;;;;;;;;;;;;http://www.gite-naulet.com/camping.html;;;;"33299";Mourens
1.1208249;45.0400611004644;node/6429165259;chalet;;;;;;;;;;;;;;;;;"24552";Thonac
-0.1330743;44.812693100485;node/6434093566;chalet;La Cabane;;;;;;;;;;;;;;;;"33421";Saint-Jean-de-Blaignac
0.5949247;45.1082000004576;node/6440624944;camp_site;Camping Le Sabotier;;;;;;;;;;;;https://www.tourisme-isleperigord.com/camping-le-sabotier#;+33 5 53 54 27 78;;;"24295";Montrem
-1.1274506;45.514557200411;node/6444808694;hotel;Hôtel Michelet;;;;;;;;;;;;;;;;"33514";Soulac-sur-Mer
-0.1859543;43.2655102005412;node/6445703709;hotel;Hôtel restaurant du Béarn;;;;;;;;;;;;http://www.hoteldubearn.fr;;;;"64526";Soumoulou
-0.1336563;45.0408558004643;node/6454096886;caravan_site;Aire pour caravanes;;;24/7;;;;;;;;;;;;;"33138";Coutras
0.3464663;44.8838274004789;node/6455392614;camp_site;Le Petit Durbec;;;;;;;;;;;;;;;;"24222";La Force
0.8805048;45.5866686004017;node/6455392616;camp_site;Camping Magnesse;;;;;;;;;;;;;;;;"24269";Mialet
0.759607;45.5596546004052;node/6455392618;camp_site;Camping La Ripole;;;;;;;;;;;;;;;;"24001";Abjat-sur-Bandiat
0.5588168;44.9348471004743;node/6455468443;camp_site;Camping du Bourg;;;;;;;;;;;;;;;;"24077";Campsegret
0.6896174;44.8707052004801;node/6455475592;camp_site;Camping du Domaine du Cornou;;;;;;;;;;;;;;;;"24088";Cause-de-Clérans
0.9300801;45.0083144004674;node/6455514422;camp_site;Camping Roc de Lavandre;;;;;;;;;;;;;;;;"24404";Saint-Félix-de-Reillac-et-Mortemart
1.0081351;44.7961995004864;node/6455514423;camp_site;Camping La Lenotte;;;;;;;;;;;;;;;;"24293";Monplaisant
0.9867418;45.0547292004629;node/6455530314;camp_site;Camping Bleu Soleil;;;;;;;;;;;;;;;;"24356";Rouffignac-Saint-Cernin-de-Reilhac
0.928731;45.1318314004551;node/6455546016;camp_site;Camping de la Pélonie;;;;;;;;;;;;;;;;"24026";Bassillac et Auberoche
0.5495873;45.0189651004664;node/6455555132;camp_site;Camping Le Pontillou;;;;;;;;;;;;;;;;"24581";Villamblard
0.8195356;44.916333000476;node/6455562047;camp_site;La Forêt;;;;;;;;;;;;;;;;"24327";Pezuls
0.448865;45.4945012004135;node/6455635087;camp_site;Camping Les Graulges;Robert Tingelaar;limited;Mo-Su 10:00-22:00;;;;;wlan;;yes;"50";www.lesgraulges.com;+33 6 42459151;;info@campinglesgraulges.com;"24253";Mareuil en Périgord
0.5363908;45.4733754004162;node/6455635088;camp_site;Camping Domaine de Corneuil;;;;;"3";;;wlan;;yes;;https://www.corneuil.com/;+33 553607948;;;"24253";Mareuil en Périgord
0.5090028;45.4459814004196;node/6455635089;camp_site;Camping de l'Étang bleu;;;;;;;;;;;;;;;;"24253";Mareuil en Périgord
0.4517457;45.4466739004195;node/6455635090;camp_site;Camping du Vieux Moulin;;;;;;;;;;;;;;;;"24253";Mareuil en Périgord
0.8096382;45.3364738004326;node/6455648700;camp_site;O Bois Dormant;;;;;;;;;;;;;;;;"24238";Lempzours
-0.5185585;46.5799577002435;node/6463568385;guest_house;Audra;;;;;;;;;;;;;;;;"79077";Beugnon-Thireuil
-1.6719179;43.3865597005419;node/6463715601;chalet;Centre de vacances Léo Lagrange Borda Zahar;;;;;;;;;;;;;+33 5 59 47 04 79;;leo-lagrange.borda@wanadoo.fr;"64189";Ciboure
1.0484701;45.2795446004392;node/6464813370;camp_site;Camping Les Tourterelles;;;;;;;;;;;;;;;;"24555";Tourtoirac
1.1133581;45.324405700434;node/6464823516;camp_site;Camping de la Maison du Bonheur;;;;;;;;;;;;;;;;"24009";Anlhiac
0.7970399;45.4803474004153;node/6464859673;camp_site;Parenthèses Imaginaires;;;;;;;;;;;;;;;;"24271";Milhac-de-Nontron
1.9374687;45.0945000004589;node/6468027582;hotel;Le Sablier du Temps;;;;;;;;;;;;;;;;"19010";Argentat-sur-Dordogne
-0.1534371;44.9478931004731;node/6470597566;guest_house;Une nuit à Montagne st Emilion;;;;;;"4";;;;;;;+33 7 71 37 35 87;;;"33290";Montagne
0.3043236;45.3261999004338;node/6473961585;guest_house;Chez Jouan;;;;;;;;;;;;https://www.lusignac.com/;;;;"24247";Lusignac
-0.5492185;44.8647675004806;node/6478525565;apartment;Ténéo Apparthotel Maritime;;;;;;;;;;;;;;;;"33063";Bordeaux
2.0790783;45.0422726004642;node/6481530267;hotel;L'instant cantou;;;;;;;;;;;;;;;;"19086";Goulles
-0.5970347;44.8330110004833;node/6483857786;hotel;Appart'City;Appart'city;yes;;;"3";;;;;;;;;;;"33063";Bordeaux
-1.2023542;45.8291028003682;node/6491605749;hotel;Hôtel*** Le Nautile;;;;;"3";"10";;yes;;;;https://www.hotel-lenautile.fr/;+33 546760915;;hotel.le.nautile@wanadoo.fr;"17411";Saint-Trojan-les-Bains
-0.860619;45.5568732004056;node/6493007326;guest_house;Gite du Moulin de la Croix;;;;;;;;;;;;;;;;"17015";Arces
-0.8625367;46.0700610003315;node/6499470986;guest_house;;AirBnb;;;;;;;;;;;;;;;"17203";Landrais
-0.3671088;43.2962572005414;node/6500175831;hotel;Hôtel Adour;;;;;"2";"15";;yes;;;;http://www.hotel-adour-pau.com/;+335 59 27 47 41;;contact@hotel-adour-pau.com;"64445";Pau
-0.3661474;43.2956164005414;node/6500175839;hotel;Hôtel central;;;;;"2";;;;;;;;"+33559277275";;;"64445";Pau
-0.9184233;43.2968604005414;node/6502306185;guest_house;Eco-Donativo;;;;;;;;;;;;;"+33987889845";;;"64049";Aroue-Ithorots-Olhaïby
-0.3436598;44.776373100488;node/6503618880;chalet;Le clos de Royon;;;;;;;;;;;;https://www.leclosderoyon.com/;;;;"33140";Créon
-1.2970219;44.215257500524;node/6504646096;hotel;Hôtel de France;;;;;;;;;;;;;;;;"40184";Mimizan
-1.4318876;43.6460445005407;node/6506503137;hotel;Hôtel du Parc;;;;;;;;;;;;;;;;"40065";Capbreton
-0.5088363;43.2767545005413;node/6511168185;hostel;Commanderie de Saint-Jacques;;;;;;;;;;;;;"+33625591417";;marie-de-lacommande@wanadoo.fr;"64299";Lacommande
-0.5887669;43.1406594005395;node/6511249185;hostel;Gite la Tour Saint-Jacques;;;;;;;;;;;;http://www.latoursaintjacques.fr;"+336125262488";;jacques81990@orange.fr;"64224";Eysus
-0.5943241;42.9967804005365;node/6511783288;hostel;Gite Le Moulin d'Orcun;;;;;;;;;;;;http://www.moulin-orcun.com;"+33559347491";;info@moulin-orcun.com;"64104";Bedous
-0.5736481;42.9105502005341;node/6511783492;hostel;;;;;;;;;;;;;;"+33559348899";;comborce@cdg-64.fr;"64136";Borce
1.1328073;44.8922389004782;node/6513767652;guest_house;Les Filolies;;;;;;;;;;;;;;;;"24366";Saint-André-d'Allas
1.2147268;44.8168644004847;node/6516955660;camp_site;Beau Rivage;;;Jun 13 - Sep 6;;"3";;;;;;;https://www.olela.fr/campings/camping-beau-rivage;"+33251204194";;;"24355";La Roque-Gageac
-0.6003608;42.9737304005359;node/652148462;guest_house;L'Arrayade;;;;;;;;;;;;;;;;"64006";Accous
-0.6012795;42.9749064005359;node/652148510;guest_house;Carricart;;;;;;;;;;;;;;;;"64006";Accous
-0.7491194;43.7667427005388;node/6531429310;chalet;La Buanderie;Michèle et Rob McLUSKY;;;;;"5";;yes;;;;https://www.sengresse.com;+33 5 58 97 78 34;;segresse@hotmail.fr;"40309";Souprosse
-1.3978503;46.1848085003129;node/6554669249;apartment;Le Figuier;Dominique DAVID;yes;;;;"2";;wlan;;;;https://revacances.fr;;;;"17051";Le Bois-Plage-en-Ré
1.8184452;45.8653545003629;node/6557603528;chalet;Gîte de Neuvialle;;;;;;;;;;;;;;;;"23216";Saint-Martin-Château
-0.5636153;44.8272320004838;node/6561099108;hotel;All Suites Appart Hôtel;;yes;;;"3";;;wlan;;;;https://www.allsuites-apparthotel.com/residences-hotelieres/All-Suites-Appart-Hotel-Bordeaux-Marne;+33 5 57 97 07 90;;bordeaux@allsuites-appart.com;"33063";Bordeaux
-0.4477023;43.061000500538;node/6563143959;guest_house;Gîte Auberge du Chemin de Perchades;;;;;;;;;;;;;;;;"64128";Bilhères
-0.3413732;44.882397700479;node/656634875;hotel;Gangloff - L'étape;;;;;;;;;;;;https://www.gangloff-letape.com/;;;;"33539";Vayres
-1.0840027;45.1830086004497;node/6566385829;chalet;;;;;;;;;;;;;https://www.residencedulac-hourtin.fr/;;;;"33203";Hourtin
-0.9557569;45.5606860004051;node/6570593683;guest_house;;;;;;;;;;;;;;;;;"17230";Meschers-sur-Gironde
0.3224022;46.3212123002899;node/6572194815;chalet;Gîte de la Butte;;yes;;;;;;;;;;https://les-gites-du-moulin-de-chaume.fr/;;;;"86052";Champagné-Saint-Hilaire
0.2796287;46.3181173002904;node/6572218319;chalet;Gîte du Moulin de Chaume;;yes;;;;;;;;;;https://www.les-gites-du-moulin-de-chaume.fr/;;;;"86052";Champagné-Saint-Hilaire
-0.4872004;43.8983025005357;node/658995584;hotel;Hestia;;;;;;;;;;;;;;;;"40192";Mont-de-Marsan
-0.4738768;43.9053760005356;node/658995625;hotel;Campanile;;;;;;;;;;;;;;;;"40192";Mont-de-Marsan
0.2582523;45.6608123003918;node/6592844323;caravan_site;;;;;;;;;;;;;;;;;"16385";Touvre
-1.5661311;43.2961208005414;node/6595246976;camp_site;Camping Tellechea;;;;;;;;;;;;;;;;"64504";Sare
-1.6858287;43.3098752005415;node/6597352772;caravan_site;;;yes;;;;;;;;no;;;;;;"64545";Urrugne
-1.1040761;45.8218555003692;node/6599235085;guest_house;Le logis des Lauriers Roses;;;;;;;;;;;;;;;;"17219";Marennes-Hiers-Brouage
0.4326185;44.8840377004789;node/6600901932;chalet;La Girondine;La Girondine;;;;;;;wlan;;;;;;;;"24037";Bergerac
-0.8239486;42.9969963005365;node/6603762818;guest_house;Ainerak;;;;;;"3";;wlan;;;;http://ainerak.fr/;;;;"64475";Sainte-Engrâce
-0.4753492;43.477790500542;node/6611920368;hostel;Gîte L'Escale a la Ferme;;;;;;;;;;;;;;;;"64318";Larreule
0.660808;45.666781300391;node/6611927286;camp_site;Domaine naturiste Petits-Fours;Peter Nip;;;;;;;no;;;;https://www.petits-fours-naturiste.eu;+33 6 56 66 58 33;;;"24070";Busserolles
-0.2670359;43.69938600054;node/6611972806;hostel;;;;;;;;;;;;;;;;;"40001";Aire-sur-l'Adour
-0.6249263;45.0727923004611;node/6612725855;guest_house;Le jardin secret;;;;;;;;;;;;;;;;"33182";Gauriac
-0.3243515;44.4430317005118;node/6613035534;guest_house;Le Clos Norma;;;;;;;;;;;;;;;;"33537";Uzeste
-0.3241369;44.4413772005119;node/6613035541;guest_house;Sous la Tonnelle;;;;;;;;;;;;;;;;"33537";Uzeste
-0.6236982;45.0725949004612;node/6614351540;guest_house;Domaine des Deux Cèdres;;;;;;;;;;;;;;;;"33182";Gauriac
-0.7612247;43.3227404005416;node/6616518823;hostel;Gite communal l'Arsenal;;;;;;;;;;;;;;;;"64416";Navarrenx
1.6107148;45.4691414004167;node/6627283385;camp_site;Camping Moulin de la Geneste;;;;;;;;;;;;https://www.lageneste.net/;;;;"19060";Condat-sur-Ganaveix
-1.1357636;43.8751299005364;node/6628508283;caravan_site;Aire de camping-car;;;;;;;;;;;;;;;;"40075";Castets
-1.2003464;44.894024300478;node/6629916486;caravan_site;Caravan Site with Electricity;;;;;;;;;;;;;;;;"33333";Le Porge
0.0835756;47.0116895001589;node/6630702088;hotel;Kyriad Loudun le Renaudot;;;;;"3";"29";;;;;;https://www.kyriad-loudun-le-renaudot.fr/;+33 5 17 35 00 09;;loudun@kyriad.fr;"86137";Loudun
0.956436;46.041632900336;node/6643874949;hotel;Le Relais;;;;;;;;;;;;;;;;"87101";Mortemart
1.1795463;45.9869505003445;node/6647222989;guest_house;Château des Leszes;Emmanuel Veyriras;;;;;"3";;wlan;;;;;;;;"87103";Nantiat
-0.1250883;44.801871500486;node/6647288345;guest_house;Coup 2 Foudres;;;;;;"2";;yes;;;;https://www.chateaudebonhoste.com/;+33 557841218;;;"33421";Saint-Jean-de-Blaignac
-0.7595336;46.1120659003248;node/6649910914;hotel;Hôtel de la gare;;;;;;;;;;;;;;;;"17434";Surgères
1.9622924;46.1573355003174;node/6654604887;camp_site;La prairie de philoise;;;;;;;;;;;;;;;;"23206";Saint-Laurent
1.9629371;46.1579205003173;node/6654607485;hotel;La prairie de philoise;;;;;;;;;;;;;;;;"23206";Saint-Laurent
-1.0797602;44.7325837004916;node/666887010;hotel;Hôtel L'Île aux oiseaux;;;;;;;;;;;;;;;;"33005";Andernos-les-Bains
-1.0950439;43.6785680005403;node/6681105905;guest_house;Auberge Saint-Christophe;;;;;;;;;;;;;+33 5 58 57 80 05;;;"40314";Tercis-les-Bains
-1.0870941;43.6756407005403;node/6681122491;guest_house;L'Étang de L'Aiguille;Marianne & Lionel;;;;;;;yes;;;;;;;;"40207";Oeyreluy
-0.7144699;43.4983071005419;node/6684098947;chalet;Le Paradis Perdu;Mr DAUGAROU Jean Luc;;;;;;;;;;;;;;;"64088";Balansun
0.2652238;45.2510651004423;node/6687910732;chalet;La Moulinasse;;;;;;;;yes;;;;http://lamoulinassedordogne.com;+33 671 00 74 31;;info@lamoulinassedordogne.be;"24114";Chassaignes
-1.1063146;43.5428867005417;node/6694486864;camp_site;Camping des Gaves;Mairie de Peyrehorade;;"Mo-Fr 08:00-12:00,16:30-20:00";;;;;;;yes;"33";;;;;"40224";Peyrehorade
1.2467727;45.5119091004113;node/6699028486;alpine_hut;;;;;;;;;;;;;;;;;"87187";Saint-Yrieix-la-Perche
-0.6190864;42.9105258005341;node/669919828;alpine_hut;Gîte d'Etape de Lhers;;;;;;;;;;;;;;;;"64006";Accous
0.1653206;44.960491200472;node/6700144585;camp_site;Camping La Tuilière;;;;;;;;;;;;http://www.camping-la-tuiliere-24.com;;;;"24494";Saint-Rémy
0.1636805;44.960745500472;node/6700144588;camp_site;Les Cottages en Périgord;;;;;"3";;;;;;;http://www.cottagesenperigord.com;;;;"24494";Saint-Rémy
0.0710799;44.9373826004741;node/6700144589;camp_site;Camping du Lac de Gurson;;;;;;;;;;;;;;;;"24083";Carsac-de-Gurson
-1.1508937;45.8314037003678;node/6702450187;camp_site;Camping La Giroflée;;no;"Mo-Su 09:00-12:00, 15:00-19:00";;;;;wlan;;;;http://www.entreprisefrery.com/camping-la-giroflee/;;;campinglagiroflee@outlook.fr;"17058";Bourcefranc-le-Chapus
-0.6176917;45.1677618004514;node/6702845526;camp_site;Aire naturelle de camping Les Tilleuls;EARL Château les alberts Famille Paillé;;;;;;;;;yes;"75";;+33 5 57 42 18 13;;;"33280";Mazion
0.3073389;44.7868495004872;node/6703020205;camp_site;Cablanc Les Vacances Authentiques;;;;;;;;;;;;http://www.cablanc.com;;;;"24523";Saussignac
-0.855654;45.9266246003537;node/6707416289;hotel;Le Chalet;;;;;;;;;;;;;;;;"17075";Cabariot
-0.5885379;43.7227369005396;node/6708870086;guest_house;Larrey;;;;;;;;;;;;;;;;"40017";Audignon
-0.5885465;43.7227665005396;node/6708870087;guest_house;Larrey;;;;;;;;;;;;;;;;"40017";Audignon
0.0235023;44.0110850005323;node/6710478264;hotel;Château de Buros;;;;;"3";"22";;;;;;http://www.chateaudeburos.com;+33 5 58 44 34 30;;;"40093";Escalans
-0.7781562;45.4688783004167;node/6711526409;camp_site;Camping à la ferme de la Gravelle;;;;;;;;;;;;http://www.lagravelle.com/;+33 9 71 47 02 91;;contact@lagravelle.com;"17248";Mortagne-sur-Gironde
-0.8066442;45.514413800411;node/6711545011;camp_site;Camping des vignes;;;;;;;;;;;;https://www.campingdesvignes.com/;+33 5 46 90 46 20;;camping17120@gmail.com;"17098";Chenac-Saint-Seurin-d'Uzet
-1.330477;45.9768978003461;node/6721792569;hotel;Motel Saint Georges D'Oléron;;;;;"2";"20";;wlan;;;;https://moteloleron.jimdo.com/;+33 5 46 76 61 18;;contact@moteloleron.com;"17337";Saint-Georges-d'Oléron
-1.0535281;45.1736379004507;node/6721892887;camp_site;Camping Le Littoral;;;;;;;;wlan;;;;http://www.camping-lelittoral.fr;+33 556091373;;camping.littoral@wanadoo.fr;"33203";Hourtin
-0.6035708;42.9958865005364;node/6726293973;hotel;Transhumance & Cie;;yes;;;;"7";;wlan;;;;;;;;"64104";Bedous
1.0052787;44.776420500488;node/6726734083;hotel;Le Home;;;;;;;;;;;;;;;;"24035";Pays de Belvès
-0.8063896;46.2407749003036;node/6726803790;camp_site;La Mouette Rieuse;;;;;;;;;;;;;;;;"17127";Courçon
1.3125655;46.3020607002931;node/6727029986;guest_house;Gîte de France;;;;;;;;;;;;;;;;"87090";Mailhac-sur-Benaize
-1.2287813;43.6884189005402;node/6738222386;caravan_site;;;;;;;;;;;;;;;;;"40261";Saint-Geours-de-Maremne
-1.1336965;46.1675447003157;node/6738768353;hotel;Les Rosiers;;;;;;"25";;yes;;;;http://hotel-lesrosiers.com;+33 5 46 67 42 27;;;"17300";La Rochelle
0.5303701;45.4245815004222;node/6741997285;camp_site;La Charrue;;;;;;;;;;;;;;;;"24253";Mareuil en Périgord
0.5303279;45.4244258004222;node/6742092785;guest_house;La Charrue;;;;;;;;;;;;https://www.lacharrue.biz/;;;;"24253";Mareuil en Périgord
1.5293638;45.1528059004529;node/6743815682;hotel;Grand Hôtel Brive;;yes;;;"3";;;;;;;;;;;"19031";Brive-la-Gaillarde
1.5292258;45.1531467004529;node/6743818393;hotel;Hôtel de la Gare;;;;;;;;;;;;;;;;"19031";Brive-la-Gaillarde
0.0470339;46.9747906001664;node/6745410200;guest_house;Chez Agnès;;;;;;;;wlan;;;;https://www.gites-mouterresilly.fr/hebergement-chez-agnes/;+33 6 07 86 18 30;;;"86173";Mouterre-Silly
-0.8474721;43.3784180005419;node/6750746411;chalet;Les Cabanes du Temps Suspendu;;;;;;;;;;;;;;;;"64287";Laàs
-0.7792391;43.626194100541;node/6755781156;caravan_site;Aire de camping-car à la ferme du Vieux Bourg (réseau France Passion);;;;;;;;;;;;http://www.fermevieuxbourg.com/;;;;"40074";Castel-Sarrazin
-0.2646549;43.70119380054;node/6757398061;hotel;Chez l'Ahumat;;;;;;;;;;;;;;;;"40001";Aire-sur-l'Adour
2.494148;45.4479361004193;node/6760281130;camp_site;Camping d'Outre Val;;;;;;;;;;;;;;;;"19252";Sarroux - Saint-Julien
2.4952716;45.4019343004249;node/6760281167;hotel;Au bon accueil;;;;;;;;;;;;;;;;"19028";Bort-les-Orgues
2.4944325;45.4024341004248;node/6760281168;hotel;;;;;;;;;;;;;;;;;"19028";Bort-les-Orgues
2.4998696;45.400904700425;node/6760430851;hotel;Central Hôtel;;;;;;;;;;;;;;;;"19028";Bort-les-Orgues
2.5019172;45.4064432004244;node/6760430880;hotel;Le Rider;;;;;"2";;;;;;;;;;;"19028";Bort-les-Orgues
2.2877959;45.5452387004071;node/6763583865;chalet;Gites de Ponty;;;;;;;;;;;;;;;;"19275";Ussel
-0.2667523;44.3045494005196;node/6765867103;chalet;Cap Cabane;;;;;;;;yes;;;;https://www.capcabane.com;+33 6 79 36 29 01;;info@capcabane.com;"33095";Captieux
-0.9421755;43.396197400542;node/6766145988;camp_site;Camping du Gave;;;;;;;;;;;;;;;;"64513";Sauveterre-de-Béarn
-1.1404652;45.7621417003778;node/6771117885;caravan_site;;;;;;;;;;;;;;+33 6 05 31 56 85;;;"17452";La Tremblade
1.2331049;44.9365974004742;node/6771906097;camp_site;Camping Le Val d'Ussel;Homair vacances;;;;;;;;;;;;;;;"24341";Proissans
0.1721406;45.9036138003572;node/6781312373;guest_house;Le Cabanon;;;;;;;;;;;;;;;;"16141";Fontenille
-0.2650158;43.70092940054;node/6788803772;guest_house;La Maison des Pèlerins;;;;;;;;;;;;;;;;"40001";Aire-sur-l'Adour
-0.08397;44.6908943004948;node/6791208185;guest_house;Les Séquoias;;;24/7;;;;;wlan;;;;https://les-sequoias.fr;"+33665674854";;maghausler@gmail.com;"33506";Sauveterre-de-Guyenne
-0.6035413;42.9960639005365;node/6791992351;hotel;Transhumance & Cie;;;;;;;;;;;;htpps://transhumance-pyrenees.fr;+33 601 73 59 98;;;"64104";Bedous
-0.1587506;46.8348147001946;node/6792921377;wilderness_hut;;;;;;;;;;;;;;;;;"79005";Airvault
-1.1421002;44.7715626004884;node/6798944812;guest_house;La Marée;;;;;;"1";;;;;;;+33 5 56 60 21 47;;;"33011";Arès
1.6541813;45.1415585004541;node/6802243675;chalet;Moulin du Juge;;;;;;;;;;;;;;;;"19068";Dampniat
-0.8751565;46.2646804002995;node/6819168520;caravan_site;;;;;;;;;;;;;;;;;"17349";Saint-Jean-de-Liversay
-1.141414;46.2314620003051;node/6819317481;guest_house;;;;;;;;;;;;;;;;;"17222";Marsilly
-0.5991854;43.6579690005406;node/6822991439;apartment;Relai de Saint-Jacques;;;;;;;;;;;;;;;;"40119";Hagetmau
2.1705164;45.9569290003491;node/6849358525;hotel;Le chapitre;;;;;;;;;;;;;;;;"23008";Aubusson
2.1706246;45.9570918003491;node/6849358526;hotel;;;limited;;;"4";;;;;;;;;;;"23008";Aubusson
2.1715714;45.9572376003491;node/6849841833;hotel;Hôtel du lissier;;;;;;;;;;;;;;;;"23008";Aubusson
2.1647949;45.9543338003495;node/6850256419;hotel;La Beauze;;;;;;;;;;;;;;;;"23008";Aubusson
1.6031671;45.9983249003428;node/6851546738;camp_site;Camping des Lignières;Mairie;;;;;;;;;yes;"27";;+33 5 55 64 30 09;;mairie.chatelus.lemeix@wanadoo.fr;"23056";Châtelus-le-Marcheix
0.6693531;46.977048700166;node/685482481;camp_site;;;;;;;;;;;;;;;;;"86042";Buxeuil
-1.4986933;43.3061940005415;node/6858300830;guest_house;Ohantzea;;;;;;;;;;;;https://www.ohantzea.com/fr;+33 6 43 29 27 01;;;"64014";Ainhoa
0.2283157;45.18091360045;node/6864332085;wilderness_hut;Cabane Malo;;;;;;;;;;;;;;;;"24216";La Jemaye-Ponteyraud
1.0774599;45.6784360003894;node/6864538685;hotel;gites les ribières;;;;;;;;;;;;;;;;"87029";Les Cars
-0.5528125;44.4084009005138;node/6864595985;chalet;Gîte de Jouanhau;;;;;;;;;;;;;"+33556657080";;;"33484";Saint-Symphorien
-0.1508233;44.0943652005292;node/6871469264;guest_house;Lou Castet de Lussolle;;;;;;;;;;;;http://www.loucastetdelussolle.com;;;;"40158";Losse
0.5294338;44.8657213004805;node/6887996366;guest_house;La Grange de Victorine;;;;;;"1";;yes;;;;http://lagrangedevictorine.fr;+33 6 98 86 06 46;;contact@lagrangedevictorine.fr;"24037";Bergerac
1.2012146;44.9083666004767;node/6892132191;chalet;Le Ferme d'Olivia;;;;;;;;;;;;;;;;"24520";Sarlat-la-Canéda
-0.5660282;44.8895744004784;node/689469685;hotel;Pullman Aquitania;;;;;;;;;;;;;;;;"33063";Bordeaux
-1.4203732;43.3750209005419;node/6902581625;chalet;Gîte de la Villa Sabaloa;;;;;;;;;;;;;;;;"64255";Halsou
-1.4731305;43.4919430005419;node/6905583267;apartment;Temporésidences - Amirauté Royale;Temporésidences;;;;;;;;;;;;;;;"64102";Bayonne
-0.4084535;45.2853205004385;node/6908962243;hotel;Le Montandronis;;;;;;;;;;;;;;;;"17240";Montendre
1.8248315;44.9771333004704;node/6909716885;apartment;Gîtes La Chabanaise;Emma & Richard Curtis;;;;;"6";;wlan;;;;http://www.correzegite.com;+33 5 55 28 97 45;;booking@correzegite.com;"19019";Beaulieu-sur-Dordogne
-0.3892579;43.2366776005409;node/6916454114;caravan_site;Cave de Jurancon;;;;;;;;;;;"16";https://www.cavedejurancon.com/;+33 5 59 21 57 03;;;"64230";Gan
-1.3989839;43.3602292005418;node/6916629802;guest_house;Le café des Allées;;;;;;;;;;;;;;;;"64160";Cambo-les-Bains
-1.3322143;45.918407500355;node/6924454954;chalet;La Flottille;;;;;"2";;;;;;;https://laflottilleoleron.com/;;;;"17385";Saint-Pierre-d'Oléron
-0.5980513;43.1167089005391;node/693380962;hotel;Au Bon Coin;;yes;;;"3";;;;;;;;;;;"64360";Lurbe-Saint-Christau
-0.5567249;44.8866466004787;node/694544537;hotel;Hôtel Première Classe Bordeaux Lac;Première Classe;;;;;;;;;;;https://www.premiereclasse.com/fr/hotels/premiere-classe-bordeaux-nord-lac;+33 5 56 29 51 10;;;"33063";Bordeaux
-0.5576046;44.8867302004787;node/694544538;hotel;All Suites Appart Hotel Bordeaux Lac;;;;;;;;;;;;;;;;"33063";Bordeaux
-1.0193772;44.6402242004986;node/6961299721;caravan_site;;;;;;;;;;;;;;;;;"33527";Le Teich
-0.6081766;42.8499440005322;node/697568136;wilderness_hut;Cabane d'Hortassy;;;;;;;;;;;;;;;;"64136";Borce
-0.628999;44.8807074004792;node/6993448578;hotel;Hôtel Première Classe Bordeaux Eysines;;;;;;;;;;;;;;;;"33162";Eysines
-0.6292418;44.8800705004792;node/6993448579;hotel;Fasthôtel Bordeaux Eysines;;;;;;;;;;;;;;;;"33162";Eysines
-0.6295634;44.8803066004792;node/6993448580;hotel;Hôtel initial by balladins Bordeaux / Eysines;;;;;;;;;;;;;;;;"33162";Eysines
1.6806641;46.3829333002791;node/6994601861;guest_house;Le Nid des 2 Creuse;Jean-Luc Guillebaud;;;;;"4";;wlan;;;;;;;;"23087";Fresselines
0.0078629;46.9737776001666;node/7003761612;guest_house;Le Relais du Puits d'Arçay;;;;;;;;;;;;;;;;"86008";Arçay
-1.1321568;43.5411951005417;node/7006212785;camp_site;Camping d’ilot;;;24/7;;;;;;;;;;;;;"40120";Hastingues
-1.23665;43.1637337005399;node/7018788404;hostel;La vita è bella;private;;;;;;;;;;;;+33 7 68 23 40 07;;;"64485";Saint-Jean-Pied-de-Port
-1.6054021;43.420754700542;node/7019628156;hotel;Balea;;yes;;;"3";"28";;wlan;;;;https://www.baleahotel.com;+33 5 59 26 08 39;;contact@baleahotel.com;"64249";Guéthary
-1.6092417;43.423901800542;node/7019656967;hotel;Villa Catarie;;;;;"4";"16";;;;;;https://www.villa-catarie.com/fr/;+33 5 40 07 81 88;;;"64249";Guéthary
-1.5901901;43.438939100542;node/7019693583;hotel;Elissaldia;;;;;"2";"12";;wlan;;;;http://hotel-elissaldia.com;+33 5 59 54 90 03;;hotel.elissaldia@wanadoo.fr;"64125";Bidart
-1.5965927;43.433151000542;node/7019693584;hotel;Maison de l'Uhabia;;;;;;;;wlan;;;;http://hotel-uhabia.com;+33 9 81 24 39 94;;;"64125";Bidart
-1.607745;43.423578400542;node/7019694712;guest_house;Deskantsuan;;;;;;"5";;wlan;;;;;+33 5 59 26 54 12;;pantxika.urtizberea@orange.fr;"64249";Guéthary
-1.6084236;43.423956300542;node/7019712696;guest_house;L'Escale;;;;;;"5";;wlan;;;;;+33 5 59 47 77 16;;;"64249";Guéthary
